bromeliad_id,day,height_cm,width_cm,actual_volume_mL,water_holding_capacity_mL,loose_det_g,coarse_det_g,fine_det_g,predator,resource,v_final_mL,prop_loss_coarse_normal,prop_loss_fine_normal,prop_loss_coarse_dry,prop_loss_fine_dry,country,site,bromspecies,distance_from_ground_cm,longest_leaf_length_mm
B92_a,05/10/2022,19,109,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,arima_valley,vriesea_sp,NA,NA
B92_b,05/10/2022,5,40,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,arima_valley,vriesea_sp,NA,NA
B93,12/10/2022,23,176,60,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,vriesea_sp,NA,NA
B94,24/10/2022,16,77.6,140,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,arima_valley,aechmea_sp,239.3,NA
B95,12/10/2022,12.5,97,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,131.3,NA
B96,12/10/2022,12.5,76.6,110,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,231.5,NA
B97,12/10/2022,11.9,84.3,90,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,132.6,NA
B98,12/10/2022,14.3,91.1,100,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,128.8,NA
B99,12/10/2022,11.5,96.5,120,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,126.5,NA
B100,12/10/2022,14.5,54.7,110,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,129,NA
B101,12/10/2022,13.8,45.3,90,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,183.2,NA
B102,12/10/2022,14.5,65.9,100,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,96.5,NA
B103,12/10/2022,12,67.3,100,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,107.6,NA
B104,12/10/2022,13.5,56.3,140,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,161.2,NA
B105,12/10/2022,21.7,86.8,250,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,brasso_seco,guzmania_sp,182.2,NA
B106,24/10/2022,22,99.3,180,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,arima_valley,aechmea_sp,247,NA
B107,24/10/2022,11,47.5,40,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,arima_valley,guzmania_sp,271.1,NA
B108,25/10/2022,32.9,100,430,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,vriesea_sp,15,NA
B109,25/10/2022,12,44.5,50,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,guzmania_sp,128.6,NA
B110,25/10/2022,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,vriesea_sp,186.2,NA
B110a,25/10/2022,15.2,66.1,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,vriesea_sp,186.2,NA
B110b,25/10/2022,12.8,52.6,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,vriesea_sp,186.2,NA
B111,25/10/2022,12.5,50.8,170,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,guzmania_sp,275.6,NA
B112,25/10/2022,14.5,56.2,180,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,guzmania_sp,184.4,NA
B113,25/10/2022,15.5,59.3,60,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,guzmania_sp,366.2,NA
B114,25/10/2022,11,55.2,40,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,guzmania_sp,261.3,NA
B115,25/10/2022,15.2,65.1,20,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,guzmania_sp,143,NA
B116,25/10/2022,13.5,89.9,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,guzmania_sp,179.9,NA
B117,25/10/2022,13.6,94.1,40,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trini,la_laja,guzmania_sp,172.5,NA
