country,bromeliad_id,day,temp_C,pH,conductivity_uScm,total_p_ugL,nh4_ugL,chloro_ugL,ammonium_ppm,phosphate_ppm,bromspecies,predator,resource
trini,E12,02/11/2022,NA,NA,NA,NA,NA,NA,NA,NA,guzmania_sp,absent,control
trini,E13,02/11/2022,26.3,5.88,NA,NA,NA,554.2571428571429,NA,0,guzmania_sp,absent,control
trini,E14,02/11/2022,26.3,5.76,NA,NA,NA,49.922916666666666,2.6,0,guzmania_sp,absent,control
trini,E15,02/11/2022,26.5,6.359999999999999,NA,NA,NA,74.38461538461539,0,0,guzmania_sp,absent,control
trini,E16,02/11/2022,26.3,6.4,NA,NA,NA,41.947916666666664,0.13,0,guzmania_sp,absent,control
trini,E17,02/11/2022,NA,NA,NA,NA,NA,NA,NA,NA,guzmania_sp,absent,enriched
trini,E18,02/11/2022,26.4,6.72,NA,NA,NA,63.6875,NA,0,guzmania_sp,absent,enriched
trini,E19,02/11/2022,25.5,5.81,NA,NA,NA,204.125,0,0,guzmania_sp,absent,enriched
trini,E2,02/11/2022,25.1,5.38,NA,NA,NA,290.81666666666666,0,0,vriesea_sp,absent,control
trini,E20,02/11/2022,26.4,6.04,NA,NA,NA,119.37777777777778,0.13,0.25,guzmania_sp,absent,enriched
trini,E21,02/11/2022,NA,NA,NA,NA,NA,NA,NA,NA,guzmania_sp,absent,enriched
trini,E22,02/11/2022,26.5,5.22,NA,NA,NA,19.637500000000003,0.13,0.5,guzmania_sp,absent,enriched
trini,E23,02/11/2022,26.4,5.39,NA,NA,NA,194.01481481481483,NA,1,guzmania_sp,absent,enriched
trini,E24,02/11/2022,25.9,5.72,NA,NA,NA,29.05,NA,0.5,vriesea_sp,absent,enriched
trini,E25,02/11/2022,26.6,5.13,NA,NA,NA,69.34166666666667,NA,0.5,vriesea_sp,absent,enriched
trini,E26,02/11/2022,25.6,5.470000000000001,NA,NA,NA,46.39791666666667,0.65,0,guzmania_sp,absent,enriched
trini,E27,02/11/2022,25.3,5.819999999999999,NA,NA,NA,43.6725,0,0,vriesea_sp,absent,enriched
trini,E28,02/11/2022,26.1,5.92,NA,NA,NA,20.727083333333333,1.3,0,vriesea_sp,absent,enriched
trini,E29,02/11/2022,24.4,5.6499999999999995,NA,NA,NA,169.24,0,0,vriesea_sp,absent,enriched
trini,E3,02/11/2022,27,6.56,NA,NA,NA,127.6875,0,0,guzmania_sp,absent,control
trini,E30,02/11/2022,26.7,5.59,NA,NA,NA,54.83928571428572,0,0,vriesea_sp,absent,enriched
trini,E31,02/11/2022,25.2,5.619999999999999,NA,NA,NA,278.6047619047619,0,4,guzmania_sp,absent,enriched
trini,E32,02/11/2022,25.7,5.91,NA,NA,NA,104.58571428571427,3.9,0,guzmania_sp,absent,enriched
trini,E4,02/11/2022,25.7,5.52,NA,NA,NA,51.74583333333334,2.6,0,guzmania_sp,absent,control
trini,E5,02/11/2022,24.3,6.07,NA,NA,NA,149.90731707317073,0.13,0.5,other_sp,absent,control
trini,E6,02/11/2022,25.5,6.55,NA,NA,NA,378.651724137931,0.33,0,guzmania_sp,absent,control
trini,E7,02/11/2022,25.6,5.33,NA,NA,NA,166.2058823529412,0.33,0,guzmania_sp,absent,control
trini,E8,02/11/2022,25.1,5.6,NA,NA,NA,193.9342857142857,0,0,vriesea_sp,absent,control
trini,E9,02/11/2022,25.9,5.33,NA,NA,NA,459.49230769230775,0.33,NA,vriesea_sp,absent,control
